Latitude,Longitude,Mean Correlation,min_distance_to_line_km,avg_capacity_factor,avg_solar_radiation,score_km,score_wind_correlation,score_wind_capacity,score_solar_radiation
-21.5,117.0,0.0430275643133514,11.5,0.3514194,504.52753,89,60,68,23
-21.5,117.25,0.0401046990569392,2.8,0.34875986,504.42023,97,63,67,23
-21.5,117.5,0.0411004192705842,15.6,0.34421873,504.9033,86,62,65,22
-21.5,117.75,0.0446274680305837,30.0,0.32733718,505.3506,77,58,57,21
-21.5,118.0,0.0474328047684615,53.2,0.30190662,505.50568,69,54,41,21
-21.5,118.25,0.0482991236905079,77.9,0.28749126,506.8089,63,53,36,18
-21.5,118.5,0.0523851864560995,93.8,0.27474952,507.94717,59,48,32,16
-21.5,118.75,0.0493391950747796,103.0,0.28588954,508.28714,56,52,35,15
-21.5,119.0,0.0439848711481317,116.7,0.30163804,507.20508,53,58,41,17
-21.5,119.25,0.041757639719262,129.2,0.29857138,507.52167,51,61,40,17
-21.5,119.5,0.0429444984555067,118.8,0.2931218,508.57977,53,60,38,14
-21.5,119.75,0.0422799989680892,111.4,0.3139361,507.54916,55,61,48,17
-21.5,120.0,0.0387978683314507,109.7,0.3425033,508.17618,55,65,65,15
-21.5,120.25,0.0360773312859237,113.9,0.3416663,507.10056,54,68,64,18
-21.5,120.5,0.0351601139997087,121.4,0.34040317,507.91843,52,69,64,16
-21.5,120.75,0.0363407537108287,132.5,0.33695027,507.39764,50,68,62,17
-21.5,121.0,0.036788941192485,147.2,0.33615217,507.62277,47,67,61,17
-21.5,121.25,0.0359441228698761,164.8,0.34231696,509.28125,44,68,64,12
-21.5,121.5,0.0372682055874195,184.3,0.35247925,510.78745,40,67,69,9
-21.5,121.75,0.044389122002758,205.1,0.3441054,511.06824,37,58,65,8
-21.5,122.0,0.0477181356588733,227.1,0.34087983,510.3161,34,54,64,10
-21.5,122.25,0.0489983057902593,249.7,0.34070066,509.10397,30,52,64,13
-21.5,122.5,0.049248840596937,272.9,0.339035,509.61362,27,52,63,12
-21.5,122.75,0.0468055037870293,296.6,0.3362179,509.97427,24,55,62,11
-21.5,123.0,0.0442181527951512,320.6,0.33448145,510.34357,21,58,61,10
-21.5,123.25,0.0416665210915241,344.8,0.33602256,510.49393,18,61,61,9
-21.5,123.5,0.0399937651269803,369.3,0.33127224,510.64008,16,63,59,9
-21.5,123.75,0.0355522040654683,393.9,0.32015827,512.61206,14,68,52,4
-21.5,124.0,0.0295280491068427,418.7,0.3139977,514.71185,12,74,48,2
-21.5,124.25,0.0252603177976284,443.6,0.31481084,516.0343,10,78,49,1
-21.5,124.5,0.0254856659490282,468.6,0.32305747,516.2666,9,78,54,1
-21.5,124.75,0.0246434217169215,493.7,0.34614342,516.2168,7,79,66,1
-21.5,125.0,0.0241710618401633,518.9,0.36309838,516.90045,6,80,73,1
-21.5,125.25,0.0221881541645243,544.1,0.3602853,516.5209,5,81,72,1
-21.5,125.5,0.0159410578331777,569.3,0.35113183,515.4467,4,87,68,2
-21.5,125.75,0.0053841253243306,594.7,0.35369632,514.13403,3,96,69,2
-21.5,126.0,-0.0068230403759073,587.2,0.36850423,513.7019,3,95,74,3
-21.5,126.25,-0.0175056440622678,576.4,0.37615976,512.95087,3,86,76,4
-21.5,126.5,-0.0267874371723294,566.6,0.3695382,512.03503,4,77,74,6
-21.5,126.75,-0.0310426813395073,557.8,0.3860075,511.5836,4,73,79,7
-21.5,127.0,-0.0303124214999289,550.2,0.3552868,511.45294,4,74,70,7
-21.5,127.25,-0.0294624633432942,543.7,0.31052175,511.63013,5,74,46,6
-21.5,127.5,-0.033244807555318,538.5,0.29543707,511.43326,5,71,38,7
-21.5,127.75,-0.0423505425913303,534.4,0.3224362,510.15253,5,61,54,10
-21.5,128.0,-0.0444240274295831,531.6,0.33041096,509.94336,5,58,58,11
-21.5,128.25,-0.0377584979647681,530.0,0.29067612,510.56332,5,66,37,9
-21.5,128.5,-0.035706946738286,529.8,0.27811226,510.38248,5,68,33,10
-21.5,128.75,-0.0379954339400033,530.8,0.299304,509.8876,5,66,40,11
-21.5,129.0,-0.0411758293708165,533.1,0.34371787,510.43463,5,62,65,10
-21.5,129.25,-0.04473548625995,514.6,0.3826869,511.14108,6,58,78,8
-21.5,129.5,-0.0504144653855335,489.0,0.3861303,510.87283,7,51,79,8
-21.5,129.75,-0.0573446176214409,463.4,0.3766243,510.44196,9,43,76,10
-21.5,130.0,-0.0607487946926128,437.9,0.3826362,510.53265,11,40,78,9
-21.5,130.25,-0.0603904101150831,412.4,0.38515872,510.99454,12,40,79,8
-21.5,130.5,-0.0595802659895049,386.9,0.386787,510.79605,14,41,79,9
-21.5,130.75,-0.062236318022752,361.5,0.39101171,509.66013,17,39,80,11
-21.5,131.0,-0.0668301163163656,336.1,0.3975409,508.04092,19,36,82,15
-21.5,131.25,-0.0694961581753367,310.7,0.40188682,507.40878,22,34,83,17
-21.5,131.5,-0.0775268538500226,285.5,0.40449074,507.03848,25,30,84,18
-21.5,131.75,-0.0857848648935379,260.4,0.40752167,507.2214,29,27,85,17
-21.5,132.0,-0.0878633191432094,235.4,0.4106778,506.78934,32,26,85,18
-21.5,132.25,-0.0861759651829266,210.5,0.4027176,506.07254,36,27,83,20
-21.5,132.5,-0.0841873314242721,186.0,0.3744232,505.62967,40,28,76,21
-21.5,132.75,-0.0803483758365646,161.8,0.33262905,506.002,44,29,60,20
-21.5,133.0,-0.075105990170102,138.2,0.2934452,506.17853,49,32,38,20
-21.5,133.25,-0.073332280698066,115.5,0.2718576,505.55463,54,32,32,21
-21.5,133.5,-0.0786476487098081,94.4,0.28155676,504.56055,59,30,34,23
-21.5,133.75,-0.0848296462912999,76.3,0.30414587,504.80878,63,27,42,22
-21.5,134.0,-0.0873758375988386,63.6,0.32403892,506.651,66,26,55,19
-21.5,134.25,-0.0851776431378398,60.1,0.3450271,508.06866,67,27,66,15
-21.5,134.5,-0.0847759751957796,67.1,0.38955554,510.64035,65,27,80,9
-21.5,134.75,-0.0812143874509881,81.9,0.38563862,510.20566,61,29,79,10
-21.5,135.0,-0.073813596332357,101.3,0.342744,509.25754,57,32,65,12
-21.5,135.25,-0.0726455705639507,123.0,0.31412897,508.84308,52,33,48,14
-21.5,135.5,-0.0775480027288375,146.1,0.3177125,509.6358,47,30,50,11
-21.5,135.75,-0.084621151776186,169.9,0.34690458,510.53262,43,27,67,9
-21.5,136.0,-0.0914263150477338,194.2,0.40178338,512.0698,39,25,83,5
-21.5,136.25,-0.0934703310020268,218.9,0.43209797,512.9514,35,24,91,4
-21.5,136.5,-0.0917921010116558,243.8,0.4310018,512.813,31,25,91,4
-21.5,136.75,-0.0870932503625573,268.8,0.41480714,511.95325,27,27,86,6
-21.5,137.0,-0.0820109066110706,268.3,0.40744343,511.64185,27,29,85,6
-21.5,137.25,-0.0808812505787327,243.8,0.41200057,510.50797,31,29,86,9
-21.5,137.5,-0.0807173118527446,219.6,0.39866373,510.63748,35,29,82,9
-21.5,137.75,-0.0806797364443939,195.8,0.38015527,510.96893,39,29,77,8
-21.5,138.0,-0.0818688231620139,172.6,0.3688672,510.71365,42,29,74,9
-21.5,138.25,-0.0826489834186889,150.2,0.36100528,511.07794,47,28,72,8
-21.5,138.5,-0.0836603216718815,129.1,0.36739203,511.04126,51,28,74,8
-21.5,138.75,-0.0822839264400716,110.0,0.38644752,510.83875,55,28,79,9
-21.5,139.0,-0.0787657400515551,94.1,0.40187398,511.18045,59,30,83,8
-21.5,139.25,-0.0743910981414263,83.4,0.40440375,510.5828,61,32,84,9
-21.5,139.5,-0.0688249199706617,79.9,0.36499837,508.9177,62,35,73,13
-21.5,139.75,-0.0606804949575148,81.2,0.34221837,508.22635,62,40,64,15
-21.5,140.0,-0.0580206492620553,78.2,0.34245157,508.12646,62,42,65,15
-21.5,140.25,-0.0606623686916594,80.8,0.3635882,507.1919,62,40,73,17
-21.5,140.5,-0.0654831399858397,86.8,0.38360128,506.17896,60,37,78,20
-21.5,140.75,-0.0684221648929884,91.4,0.34116814,505.6601,59,35,64,21
-21.5,141.0,-0.0669903521847334,101.8,0.30504072,508.5309,57,36,43,14
-21.5,141.25,-0.067019234934733,106.8,0.32856134,508.96875,56,36,58,13
-21.5,141.5,-0.0654535742398972,97.0,0.3539415,509.43292,58,37,69,12
-21.5,141.75,-0.0630455884971611,93.5,0.35777962,510.15244,59,39,71,10
-21.5,142.0,-0.0611993744082394,94.3,0.34557423,510.51962,59,40,66,9
-21.5,142.25,-0.0582335415651046,93.3,0.34225053,510.15637,59,42,64,10
-21.5,142.5,-0.0502665363534885,86.6,0.34132874,510.18738,60,51,64,10
-21.5,142.75,-0.0409486928394818,65.5,0.3464664,510.27808,66,62,66,10
-21.5,143.0,-0.0337303433966423,45.0,0.357616,510.26013,72,70,71,10
-21.5,143.25,-0.027076781066578,25.1,0.36355007,510.32596,80,77,73,10
-21.5,143.5,-0.0198803387083379,6.0,0.36071795,509.23538,93,83,72,13
-21.5,143.75,-0.009296704986177,13.9,0.34870595,507.3588,87,93,67,17
-21.5,144.0,0.006127757144471,32.4,0.3185055,505.68326,77,95,51,21
-21.5,144.25,0.0334785678340787,49.9,0.32769892,504.18964,70,70,57,23
-21.5,144.5,0.0541364281759819,68.1,0.35347,502.91272,65,46,69,25
-21.5,144.75,0.0658934540231712,69.2,0.32006136,500.10556,65,37,52,29
-21.5,145.0,0.0739220255054533,75.9,0.27555174,498.01825,63,32,32,31
-21.5,145.25,0.0786449033434369,82.7,0.26905063,495.2224,61,30,31,35
-21.5,145.5,0.0778059614883247,90.5,0.2852056,490.86478,60,30,35,41
-21.5,145.75,0.0696746436080762,102.2,0.2629665,487.4612,57,34,29,44
-21.5,146.0,0.0575202106320787,116.9,0.24208152,483.2028,53,43,25,48
-21.5,146.25,0.0534564820473038,109.2,0.22788273,479.8234,55,47,22,51
-21.5,146.5,0.0561854156188755,85.8,0.21579438,477.78665,61,44,20,52
-21.5,146.75,0.0566659226359444,64.3,0.2078111,476.1568,66,44,19,54
-21.5,147.0,0.050852278979229,47.2,0.2103972,474.37695,71,50,19,55
-21.5,147.25,0.0477010412407772,31.7,0.22295964,472.82404,77,54,21,57
-21.5,147.5,0.0517745892251176,28.1,0.24540418,469.122,78,49,25,60
-21.5,147.75,0.0464812672142649,23.7,0.23748353,463.25818,81,55,24,64
-21.5,148.0,0.0373725795880004,1.6,0.20819595,456.472,98,66,19,69
-21.5,148.25,0.0313362327091107,9.7,0.1632059,448.69412,90,73,12,75
-21.5,148.5,0.0243986858074051,0.7,0.1144808,439.61337,99,79,4,80
-21.5,148.75,0.0096620124077335,7.5,0.080050446,429.0718,92,93,2,85
-21.5,149.0,0.0065856973601815,10.4,0.0850047,426.59805,90,95,2,86
-21.5,149.25,0.0027028176179599,3.8,0.14001165,436.2724,96,98,8,82
-21.75,115.0,0.073525601907611,150.6,0.42814925,521.7508,46,32,90,1
-21.75,115.25,0.0772300451294064,124.9,0.37864962,520.0107,52,31,77,1
-21.75,115.5,0.0794804408769345,99.3,0.3565906,515.98785,58,30,70,1
-21.75,115.75,0.0763197621361108,73.8,0.32594776,511.7595,64,31,56,6
-21.75,116.0,0.0671844282725595,48.3,0.28655306,507.40744,71,36,35,17
-21.75,116.25,0.0586837434711058,23.4,0.27102557,503.9933,81,42,31,24
-21.75,116.5,0.0569648909748398,7.8,0.29614827,502.3732,91,43,39,26
-21.75,116.75,0.0540258064572255,13.3,0.31643137,501.0131,87,46,50,28
-21.75,117.0,0.0450294530839614,32.5,0.31123656,500.68625,76,57,46,28
-21.75,117.25,0.0401017125707031,20.3,0.31034115,501.2713,83,63,46,27
-21.75,117.5,0.0422402493428394,1.1,0.3107943,502.4249,99,61,46,26
-21.75,117.75,0.0462253205361776,24.6,0.3112795,503.77505,80,56,46,24
-21.75,118.0,0.0472779792785461,50.3,0.3078742,504.88574,70,54,44,22
-21.75,118.25,0.0451474711293398,75.9,0.31994703,504.98047,63,57,52,22
-21.75,118.5,0.0502002059847914,101.6,0.2975098,504.69104,57,51,39,22
-21.75,118.75,0.0510454347274,111.3,0.29811287,506.91208,55,50,40,18
-21.75,119.0,0.0466676857034187,110.5,0.30667952,507.5848,55,55,44,17
-21.75,119.25,0.0449072456253426,108.5,0.30294496,508.24756,55,57,42,15
-21.75,119.5,0.0450408903482769,93.6,0.3008308,508.11948,59,57,41,15
-21.75,119.75,0.0436733474943875,84.1,0.32647622,506.36145,61,59,56,19
-21.75,120.0,0.0388738433342604,81.8,0.34751368,506.53787,62,65,67,19
-21.75,120.25,0.0382889335908527,87.3,0.33889237,507.34225,60,65,63,17
-21.75,120.5,0.0378431250862333,99.3,0.34267431,507.1395,58,66,65,18
-21.75,120.75,0.0365333351750104,115.8,0.33964914,505.7584,54,67,63,20
-21.75,121.0,0.0368100968405737,135.2,0.33620152,506.0705,49,67,61,20
-21.75,121.25,0.0402491282865715,156.3,0.34150398,508.04562,45,63,64,15
-21.75,121.5,0.0427593826183251,178.6,0.36032388,509.99268,41,60,72,11
-21.75,121.75,0.0488896946766458,201.7,0.35747626,510.45758,37,53,71,10
-21.75,122.0,0.0508820769809452,225.3,0.35266125,510.35236,34,50,69,10
-21.75,122.25,0.0525422277444574,249.3,0.34757352,509.2137,30,48,67,13
-21.75,122.5,0.0525213307556918,273.6,0.33761612,509.42734,27,48,62,12
-21.75,122.75,0.0504784223568137,298.2,0.32997456,510.62888,24,50,58,9
-21.75,123.0,0.0464285774505697,322.8,0.3296425,511.7856,21,55,58,6
-21.75,123.25,0.0444023413228846,347.6,0.33815905,512.14197,18,58,63,5
-21.75,123.5,0.0436659492855791,372.6,0.3330933,512.75165,16,59,60,4
-21.75,123.75,0.0411344019712747,397.5,0.32395834,513.2943,14,62,55,3
-21.75,124.0,0.0356981638209184,422.6,0.32488653,513.6984,12,68,55,3
-21.75,124.25,0.0309797789768448,447.7,0.3362653,514.8161,10,73,62,2
-21.75,124.5,0.0285389666029784,472.8,0.34706578,515.461,8,75,67,2
-21.75,124.75,0.0252670646179467,497.8,0.3627767,515.18054,7,78,72,2
-21.75,125.0,0.0243683628205742,522.9,0.38791913,516.29956,6,79,80,1
-21.75,125.25,0.0242288333907102,547.9,0.38275054,516.517,4,79,78,1
-21.75,125.5,0.0228635441317843,572.9,0.3538482,515.56696,3,81,69,1
-21.75,125.75,0.0145794922142245,597.9,0.33879316,514.09906,3,89,63,2
-21.75,126.0,0.0020418285378279,612.4,0.34716552,513.5377,2,99,67,3
-21.75,126.25,-0.0111103700734453,602.0,0.36574498,512.40216,3,91,73,5
-21.75,126.5,-0.02475637419432,592.7,0.35976517,512.48364,3,79,71,5
-21.75,126.75,-0.0327195484024871,584.3,0.36448362,512.1549,3,71,73,5
-21.75,127.0,-0.0330993782397681,577.1,0.34844676,511.87924,3,71,67,6
-21.75,127.25,-0.0281793902842244,570.9,0.32448924,511.41833,4,76,55,7
-21.75,127.5,-0.0264374528723281,565.9,0.3104236,510.7354,4,77,46,9
-21.75,127.75,-0.0323756225167991,562.1,0.31705955,509.55432,4,72,50,12
-21.75,128.0,-0.0377892696664535,559.4,0.32074007,510.58585,4,66,52,9
-21.75,128.25,-0.0352003818255893,557.9,0.30032352,510.18353,4,69,40,10
-21.75,128.5,-0.0342209583359016,557.7,0.30042621,508.97992,4,70,40,13
-21.75,128.75,-0.0363875566366394,558.6,0.31418073,508.9237,4,67,48,13
-21.75,129.0,-0.0412008308145838,540.3,0.34112975,509.657,5,62,64,11
-21.75,129.25,-0.0479919186992836,517.2,0.37066942,510.53693,6,53,75,9
-21.75,129.5,-0.0569353705626868,492.7,0.3838401,509.86752,7,43,78,11
-21.75,129.75,-0.0642589451079922,467.4,0.3859528,508.90558,9,38,79,13
-21.75,130.0,-0.0687522359192371,442.1,0.39704737,509.97858,10,35,82,11
-21.75,130.25,-0.0687546874208021,416.9,0.40480408,510.32117,12,35,84,10
-21.75,130.5,-0.0681238049663425,391.8,0.40334487,509.99283,14,35,83,11
-21.75,130.75,-0.0668643845067847,366.7,0.39939114,508.84985,16,36,82,14
-21.75,131.0,-0.0687792589621884,341.8,0.39892337,507.7149,18,35,82,16
-21.75,131.25,-0.067313974041913,317.0,0.40380526,506.49548,21,36,84,19
-21.75,131.5,-0.069584912220515,292.3,0.41143215,506.23303,24,34,86,19
-21.75,131.75,-0.07649687924159,267.9,0.4125019,505.74307,28,31,86,20
-21.75,132.0,-0.0796842137382121,243.7,0.4111759,505.1219,31,29,86,22
-21.75,132.25,-0.08006435579709,219.9,0.40213397,505.1453,35,29,83,22
-21.75,132.5,-0.0806736221422657,196.6,0.3844091,504.91296,38,29,79,22
-21.75,132.75,-0.0784478323257991,173.9,0.35358992,504.88727,42,30,69,22
-21.75,133.0,-0.0716600031907936,152.2,0.31223902,505.44116,46,33,47,21
-21.75,133.25,-0.0688608356585194,132.0,0.2783493,505.35303,50,35,33,21
-21.75,133.5,-0.07433991461959,114.1,0.28180075,504.78198,54,32,34,22
-21.75,133.75,-0.0783278645529034,99.6,0.2988995,505.1699,57,30,40,21
-21.75,134.0,-0.0802418850051513,90.4,0.31260112,505.5559,60,29,47,21
-21.75,134.25,-0.0778176444183502,87.9,0.31633446,507.5752,60,30,50,17
-21.75,134.5,-0.0740404753457932,92.8,0.33397374,510.66095,59,32,60,9
-21.75,134.75,-0.0716409300542658,104.1,0.32492188,510.19452,56,33,55,10
-21.75,135.0,-0.0705005695200746,119.9,0.30747414,509.51056,53,34,44,12
-21.75,135.25,-0.0713922945738193,138.7,0.29609233,508.96213,49,33,39,13
-21.75,135.5,-0.0748801529318803,159.4,0.30124232,509.39673,45,32,41,12
-21.75,135.75,-0.0792657625372244,181.5,0.3135242,510.43506,41,30,48,10
-21.75,136.0,-0.0815058691161019,204.4,0.3445242,511.13538,37,29,66,8
-21.75,136.25,-0.0860554227694159,227.9,0.39755645,510.5541,33,27,82,9
-21.75,136.5,-0.0858137118136732,251.9,0.40437946,510.99548,30,27,84,8
-21.75,136.75,-0.078422946754879,276.1,0.379674,510.55612,26,30,77,9
-21.75,137.0,-0.0747296712649542,277.6,0.37391117,510.0227,26,32,76,11
-21.75,137.25,-0.0770814834262377,254.1,0.4115429,508.95453,29,31,86,13
-21.75,137.5,-0.0796046990446657,231.0,0.420446,508.72247,33,29,88,14
-21.75,137.75,-0.078970084999067,208.6,0.4035405,509.13794,36,30,84,13
-21.75,138.0,-0.0795991616334677,187.0,0.38601598,509.80246,40,29,79,11
-21.75,138.25,-0.0805842084987532,166.6,0.36097497,511.0622,43,29,72,8
-21.75,138.5,-0.0816382664283515,147.9,0.34539956,511.57422,47,29,66,7
-21.75,138.75,-0.0810569102698493,131.6,0.3542592,511.3993,50,29,69,7
-21.75,139.0,-0.0792311289946415,118.7,0.38150835,511.21265,53,30,78,7
-21.75,139.25,-0.0805395220118087,110.4,0.41077328,510.23404,55,29,85,10
-21.75,139.5,-0.074279361116212,107.7,0.37047207,509.48892,55,32,75,12
-21.75,139.75,-0.0656626605118314,108.4,0.3383672,508.80536,55,37,63,14
-21.75,140.0,-0.0609327283022659,106.1,0.32709783,508.12076,56,40,57,15
-21.75,140.25,-0.0587616116362845,108.2,0.33767682,507.3744,55,42,62,17
-21.75,140.5,-0.0596599343487815,113.5,0.3530758,506.69156,54,41,69,18
-21.75,140.75,-0.0586278764361936,118.4,0.33935925,506.73526,53,42,63,18
-21.75,141.0,-0.0630017639403896,126.6,0.3410073,505.9283,51,39,64,20
-21.75,141.25,-0.0668803046956392,131.9,0.37363732,505.43924,50,36,76,21
-21.75,141.5,-0.0643721925942892,124.1,0.38482752,506.41507,52,38,79,19
-21.75,141.75,-0.0584700738265556,121.4,0.36654276,507.3954,52,42,74,17
-21.75,142.0,-0.0526454836595803,120.8,0.33362854,507.93475,52,48,60,16
-21.75,142.25,-0.0498451622790612,97.7,0.32212958,508.57132,58,51,53,14
-21.75,142.5,-0.042980397410602,74.8,0.32863095,509.0799,63,60,58,13
-21.75,142.75,-0.0349152343879853,51.3,0.33644113,509.3744,70,69,62,12
-21.75,143.0,-0.0274113668084499,28.3,0.34487194,509.1535,78,76,66,13
-21.75,143.25,-0.0210548406899241,7.7,0.35172704,509.14716,92,82,68,13
-21.75,143.5,-0.0160531976110568,11.2,0.35063177,508.2548,89,87,68,15
-21.75,143.75,-0.0094854972150642,31.7,0.34326977,506.3268,77,93,65,19
-21.75,144.0,0.0023301782263886,51.4,0.3240239,504.4163,70,99,55,23
-21.75,144.25,0.0262477752974345,70.3,0.32632434,503.76248,65,77,56,24
-21.75,144.5,0.0494444433117418,87.7,0.34905344,502.80154,60,52,67,25
-21.75,144.75,0.0643755450866939,96.6,0.32323372,499.9454,58,38,54,29
-21.75,145.0,0.0725329450115428,102.8,0.2819751,497.82263,56,33,34,31
-21.75,145.25,0.0770978593733161,109.6,0.2661564,495.51645,55,31,30,35
-21.75,145.5,0.0757840774044217,116.9,0.2911808,493.00757,53,31,37,38
-21.75,145.75,0.072030015256418,126.3,0.28427845,489.17587,51,33,35,42
-21.75,146.0,0.0682145332385386,139.8,0.24926846,484.73697,48,35,26,46
-21.75,146.25,0.0642066316291069,122.2,0.22315842,482.0333,52,38,21,49
-21.75,146.5,0.0593790253313879,101.9,0.2096464,479.93677,57,41,19,50
-21.75,146.75,0.0511879258633901,84.7,0.21547832,477.74808,61,50,20,52
-21.75,147.0,0.045918475033804,69.0,0.23477004,475.6776,65,56,23,54
-21.75,147.25,0.0409629675071863,57.8,0.23196371,473.41064,68,62,23,56
-21.75,147.5,0.0394377184113615,49.2,0.23587781,471.87192,70,64,23,57
-21.75,147.75,0.0385432229233196,24.7,0.24129766,465.48337,80,65,24,63
-21.75,148.0,0.0376485309095144,3.2,0.21917921,457.48804,96,66,21,69
-21.75,148.25,0.0353905757157398,6.8,0.17466156,449.8207,92,68,14,74
-21.75,148.5,0.0328822510571973,1.9,0.13890389,441.10953,98,71,8,79
-21.75,148.75,0.0263739129960803,1.4,0.12900548,433.9211,98,77,6,83
-21.75,149.0,0.0214442752501262,4.1,0.11502075,431.55603,95,82,5,84
-21.75,149.25,0.0051576096741926,19.1,0.123219095,442.38254,83,96,5,79
-22.0,114.0,0.0741383708193011,255.3,0.4653655,522.9688,29,32,98,1
-22.0,114.75,0.0780063010929595,179.4,0.45088992,521.1885,41,30,95,1
-22.0,115.0,0.0811915334280846,154.4,0.39521325,518.4041,46,29,81,1
-22.0,115.25,0.0849198731205736,129.6,0.35212216,514.64264,51,27,69,2
-22.0,115.5,0.0863524241688927,105.2,0.35600287,512.6344,56,27,70,4
-22.0,115.75,0.083240566825095,81.5,0.337968,510.599,62,28,63,9
-22.0,116.0,0.077493979567052,59.5,0.2882783,506.60577,67,30,36,19
-22.0,116.25,0.0716433307721412,41.9,0.2523036,503.09085,73,33,27,25
-22.0,116.5,0.0668331227090675,35.5,0.26900053,500.43826,75,36,31,28
-22.0,116.75,0.0614695287797422,38.8,0.2749616,499.2451,74,40,32,30
-22.0,117.0,0.0532673585361668,42.5,0.2633089,499.20596,73,47,30,30
-22.0,117.25,0.0453453825742361,17.1,0.25227758,499.6989,85,57,27,29
-22.0,117.5,0.0459888156725182,6.2,0.24427801,501.092,93,56,25,27
-22.0,117.75,0.0479782938854658,27.1,0.24577352,501.9071,79,54,25,27
-22.0,118.0,0.0477364029225316,50.4,0.27273604,502.9918,70,54,32,25
-22.0,118.25,0.0443518678702059,70.2,0.3047127,503.46204,65,58,42,24
-22.0,118.5,0.0479133367383231,79.1,0.30977944,503.2312,62,54,45,25
-22.0,118.75,0.0503016136775148,83.6,0.3084242,503.90826,61,51,44,24
-22.0,119.0,0.0473678263591691,82.6,0.31142125,504.79318,61,54,46,22
-22.0,119.25,0.0475488860814255,83.2,0.31000182,506.19803,61,54,45,19
-22.0,119.5,0.0495330243460124,70.6,0.31230515,506.87723,65,52,47,18
-22.0,119.75,0.0450654308721866,57.4,0.3334186,505.35474,68,57,60,21
-22.0,120.0,0.0372869967377655,54.0,0.35628447,504.92535,69,67,70,22
-22.0,120.25,0.035074088831676,62.0,0.346437,505.55667,67,69,66,21
-22.0,120.5,0.0334694679083657,78.0,0.34304047,505.00107,62,70,65,22
-22.0,120.75,0.0346269095313757,98.1,0.33785313,504.1907,58,69,62,23
-22.0,121.0,0.0408287295140326,120.3,0.3343573,504.8442,53,62,61,22
-22.0,121.25,0.046724063904202,143.6,0.3446626,506.72067,48,55,66,18
-22.0,121.5,0.0511622950789474,167.5,0.36477673,508.2546,43,50,73,15
-22.0,121.75,0.0562782947478505,191.9,0.3605681,509.24487,39,44,72,12
-22.0,122.0,0.0576311779474573,216.6,0.3640687,509.52292,35,43,73,12
-22.0,122.25,0.0588730397501162,241.4,0.37269875,509.8721,31,42,75,11
-22.0,122.5,0.0589591913407535,266.4,0.365798,509.79257,28,42,73,11
-22.0,122.75,0.0572811258446779,291.5,0.3552493,510.17212,24,43,70,10
-22.0,123.0,0.0520558253690112,316.6,0.3525044,509.97165,21,48,69,11
-22.0,123.25,0.0488930272226709,341.6,0.36447704,513.0842,19,53,73,4
-22.0,123.5,0.0483026981985728,366.6,0.35215494,513.9607,16,53,69,3
-22.0,123.75,0.0454326020743575,391.7,0.33677715,513.6756,14,57,62,3
-22.0,124.0,0.0402415623074852,416.8,0.3345625,513.82654,12,63,61,3
-22.0,124.25,0.034572264144732,441.7,0.34419575,514.63306,10,69,65,2
-22.0,124.5,0.0293269801385966,466.8,0.34976912,514.2184,9,74,68,2
-22.0,124.75,0.0233879994767318,491.8,0.35885453,514.52014,7,80,71,2
-22.0,125.0,0.0204674291995442,516.9,0.3795159,515.66406,6,83,77,1
-22.0,125.25,0.0223952265572734,542.1,0.38058224,516.2072,5,81,78,1
-22.0,125.5,0.0224707401191283,567.3,0.35610855,515.0319,4,81,70,2
-22.0,125.75,0.0195022563915699,592.5,0.341782,513.7503,3,84,64,3
-22.0,126.0,0.0111486177569964,617.7,0.3467708,513.1418,2,91,67,4
-22.0,126.25,0.0021734584743777,627.9,0.3644106,512.5372,2,99,73,5
-22.0,126.5,-0.0093693750782958,618.9,0.35926157,513.3724,2,93,71,3
-22.0,126.75,-0.019368991522961,611.0,0.36131606,513.02045,2,84,72,4
-22.0,127.0,-0.0245973566796497,604.0,0.36732134,512.10815,3,79,74,5
-22.0,127.25,-0.0223411767211343,598.2,0.3459234,511.11346,3,81,66,8
-22.0,127.5,-0.0199422986756655,593.4,0.32350004,509.48462,3,83,54,12
-22.0,127.75,-0.0251518086929406,589.8,0.31728384,508.74146,3,79,50,14
-22.0,128.0,-0.0316104455651449,587.2,0.32237974,509.59793,3,72,53,12
-22.0,128.25,-0.032729777648291,585.8,0.3142228,509.55524,3,71,48,12
-22.0,128.5,-0.0320389407490091,576.9,0.31249458,508.62692,3,72,47,14
-22.0,128.75,-0.0326192438713319,553.0,0.31297418,508.3025,4,71,47,15
-22.0,129.0,-0.037532846137349,529.2,0.32639125,508.89566,5,66,56,13
-22.0,129.25,-0.0447624245563582,505.6,0.3488736,509.10272,6,58,67,13
-22.0,129.5,-0.0551766077189573,482.1,0.37828812,508.49158,8,45,77,14
-22.0,129.75,-0.0639285269088023,458.9,0.40489465,508.3489,9,38,84,15
-22.0,130.0,-0.0704924814292185,435.8,0.42436567,508.25052,11,34,89,15
-22.0,130.25,-0.0725865911559334,413.1,0.42842627,508.02243,12,33,90,16
-22.0,130.5,-0.0712159423020369,390.7,0.4260231,507.07275,14,33,89,18
-22.0,130.75,-0.0708236879005978,368.6,0.41859117,506.35516,16,34,87,19
-22.0,131.0,-0.0700614505497339,347.1,0.41312492,505.70367,18,34,86,21
-22.0,131.25,-0.0716512914880045,325.5,0.41593927,505.46515,20,33,87,21
-22.0,131.5,-0.0714304335537322,301.6,0.4193241,504.5067,23,33,88,23
