Latitude,Longitude,normalized_km,normalized_corr,normalized_wind_capacity_factor,min_distance_to_line_km
-13.75,131.25,0.9613861386138614,0.9501217965201156,0.13289465934770014,27.3
-13.75,131.5,0.9809052333804809,0.9590164567679496,0.1510727444168783,13.5
-13.75,131.75,0.9992927864214993,0.9826657504366905,0.16610880209829906,0.5
-13.75,132.0,0.978076379066478,0.991961364382108,0.16909478524876423,15.5
-13.75,132.25,0.9401697312588402,0.9951592247871638,0.18682343364556867,42.3
-13.75,132.5,0.9062234794908062,0.9953912590080388,0.203756275450568,66.3
-13.75,132.75,0.8813295615275814,0.9878778240721585,0.189711455995949,83.9
-13.75,133.0,0.8827439886845827,0.9809951805542689,0.24182793937497155,82.9
-13.75,133.25,0.8732673267326733,0.9722712870660721,0.2423830344581772,89.6
-13.75,133.5,0.8613861386138614,0.9492082777843511,0.20708479905582158,98.0
-13.75,133.75,0.8408769448373409,0.9326662503014748,0.18006644321009824,112.5
-13.75,134.0,0.8145685997171146,0.9207642295718534,0.1597838191135485,131.1
-13.75,134.25,0.7844413012729844,0.9201154609403764,0.16204084368379656,152.4
-13.75,134.5,0.7519094766619518,0.9196588951886433,0.17842459247896175,175.4
-13.75,134.75,0.717963224893918,0.9519792361396935,0.19398562850271306,199.4
-13.75,135.0,0.6828854314002829,0.9883994542590393,0.1704582100467868,224.2
-13.75,135.25,0.646958981612447,0.9930658328956254,0.14511119954624327,249.6
-13.75,135.5,0.6106082036775107,0.9672093355615747,0.1284431484593411,275.3
-13.75,135.75,0.5738330975954737,0.9356902992268735,0.13918656323635095,301.3
-13.75,141.5,0.3875530410183875,0.9107023353370924,0.3130618161885273,433.0
-13.75,141.75,0.4196605374823197,0.8859254563278527,0.1821339028336075,410.3
-13.75,142.0,0.45077793493635077,0.9012251005679913,0.17325895735069463,388.3
-13.75,142.25,0.4810466760961811,0.8943889006444277,0.1905248143007012,366.9
-13.75,142.5,0.5103253182461103,0.8971353254501011,0.19473458217483297,346.2
-13.75,142.75,0.538896746817539,0.8954869230917182,0.22183610316179328,326.0
-13.75,143.0,0.5660537482319661,0.8989795013565591,0.24333503356620848,306.8
-13.75,143.25,0.5926449787835926,0.8953708303321093,0.20665340406156824,288.0
-13.75,143.5,0.6205091937765205,0.911196361840109,0.28245583541768116,268.3
-14.0,126.75,0.675954738330976,0.9911157204606194,0.18505301540829905,229.1
-14.0,127.0,0.7008486562942009,0.9839221650336009,0.17479233881816358,211.5
-14.0,127.25,0.7226308345120227,0.9876776973314098,0.2209748765490035,196.1
