Latitude,Longitude,Mean Distance
-12.25,141.5,30.258414211208876
-12.25,141.75,30.362213181854944
-12.25,142.0,32.011604206978056
-12.25,142.25,32.79494368609431
-12.25,142.5,33.40598603662788
-12.25,142.75,34.20733414578182
-12.25,143.0,35.158374406129404
-12.25,143.25,35.68825521964009
-12.5,130.25,26.31016087058141
-12.5,130.5,26.257697175090897
-12.5,130.75,26.732758888314226
-12.5,131.0,27.732877880602548
-12.5,131.25,28.18077888457725
-12.5,131.5,28.494577361091178
-12.5,131.75,29.064549331340185
-12.5,132.0,29.552512750066363
-12.5,132.25,30.043823259824293
-12.5,132.5,31.532466669336106
-12.5,132.75,33.9591799874617
-12.5,133.0,36.492182929848
-12.5,133.25,37.39887494275877
-12.5,133.5,36.633176922280235
-12.5,133.75,35.5698756256162
-12.5,134.0,35.416018063287915
-12.5,134.25,36.113901904468264
-12.5,134.5,36.55544497528127
-12.5,134.75,36.20305799779629
-12.5,135.0,36.14674257747056
-12.5,135.25,36.07244923526232
-12.5,135.5,35.40306946562901
-12.5,135.75,33.724286494891125
-12.5,136.0,31.95906605370241
-12.5,136.25,31.126450174251918
-12.5,136.5,31.417563001391525
-12.5,136.75,32.4363686606616
-12.5,137.0,33.035063693694255
-12.5,141.5,31.053909790871764
-12.5,141.75,30.953814058585294
-12.5,142.0,32.2165311287872
-12.5,142.25,32.94093164411925
-12.5,142.5,33.53945262054203
-12.5,142.75,34.06461968542009
-12.5,143.0,34.85078732500015
-12.5,143.25,35.87691564407791
-12.5,143.5,35.89190333309513
-12.75,130.0,26.67357068821756
-12.75,130.25,26.64850748671182
-12.75,130.5,27.566245792883866
-12.75,130.75,29.370835717428463
-12.75,131.0,30.100952967255704
-12.75,131.25,30.675928900015766
-12.75,131.5,31.087349273385097
-12.75,131.75,31.777639225559994
-12.75,132.0,32.26801006129875
-12.75,132.25,33.176491990681996
-12.75,132.5,34.91649759110926
-12.75,132.75,37.55943276299759
-12.75,133.0,38.947702317958594
-12.75,133.25,38.81288525488799
-12.75,133.5,37.714168439947414
-12.75,133.75,35.88447408310194
-12.75,134.0,35.307130186010774
-12.75,134.25,35.84732251070329
-12.75,134.5,36.17840566430931
-12.75,134.75,35.865311093822555
-12.75,135.0,36.11647976648331
-12.75,135.25,36.53781952312529
-12.75,135.5,34.95604257094591
-12.75,135.75,33.231185091395695
-12.75,136.0,32.11433991501232
-12.75,136.25,31.731832590139017
-12.75,136.5,32.63288001317495
-12.75,136.75,33.3337080340876
-12.75,141.5,31.333440687867306
-12.75,141.75,30.837296483106567
-12.75,142.0,32.097085399690414
-12.75,142.25,33.427992435004725
-12.75,142.5,33.8467615083073
-12.75,142.75,34.37529552005506
-12.75,143.0,34.78692722004183
-12.75,143.25,35.24118418045538
-12.75,143.5,35.72009490760167
-13.0,130.0,27.306398704806586
-13.0,130.25,28.047493605745842
-13.0,130.5,30.76994734098917
-13.0,130.75,31.36510583542085
-13.0,131.0,32.50268615161736
-13.0,131.25,33.30343361454999
-13.0,131.5,33.951955418288684
-13.0,131.75,34.21199763728244
-13.0,132.0,34.92460002624899
-13.0,132.25,35.7666056600037
-13.0,132.5,37.98403504954328
-13.0,132.75,39.723673290134585
-13.0,133.0,39.97364724887588
-13.0,133.25,39.31601420193209
-13.0,133.5,37.65354596771709
-13.0,133.75,35.509626475251636
-13.0,134.0,33.69284670642153
-13.0,134.25,33.738008793671916
-13.0,134.5,34.27676672604306
-13.0,134.75,34.55491720272759
-13.0,135.0,35.6033943841837
-13.0,135.25,36.06513423375098
-13.0,135.5,33.80693980216253
-13.0,135.75,31.725486717509398
-13.0,136.0,30.899061999902287
-13.0,136.25,31.519826436354222
-13.0,136.5,32.47197244130906
-13.0,136.75,33.2917743956609
-13.0,141.25,31.390540161812616
