Longitude,Latitude,avg_solar_radiation
133.25,-16.25,504.5054
133.5,-16.25,503.1775
133.75,-16.25,501.53378
134.0,-16.25,500.1363
134.25,-16.25,498.941
134.5,-16.25,497.69635
134.75,-16.25,497.7835
135.0,-16.25,496.22693
135.25,-16.25,493.57224
135.5,-16.25,490.2474
135.75,-16.25,488.7105
136.0,-16.25,488.82263
136.25,-16.25,488.22992
136.5,-16.25,489.8047
136.75,-16.25,488.8336
137.0,-16.25,489.22992
137.25,-16.25,488.74786
137.5,-16.25,488.0811
137.75,-16.25,488.92087
138.0,-16.25,493.08167
141.0,-16.25,497.00906
141.25,-16.25,491.5862
141.5,-16.25,489.27847
141.75,-16.25,486.5387
142.0,-16.25,485.43228
142.25,-16.25,486.6699
142.5,-16.25,488.7446
142.75,-16.25,489.2066
143.0,-16.25,489.87006
143.25,-16.25,488.04532
143.5,-16.25,486.4563
