Latitude,Longitude,normalized_km,normalized_corr
-12.0,134.25,0.5694483734087694,0.8042705804680481
-12.0,134.5,0.5504950495049505,0.8043667675054696
-12.0,134.75,0.5305516265912306,0.805689665872932
-12.0,135.0,0.5083451202263083,0.8068294241906989
-12.0,135.25,0.48415841584158414,0.8092074261546651
-12.0,135.5,0.4582743988684582,0.8159377334537744
-12.0,135.75,0.43097595473833095,0.8292749729841289
-12.0,136.0,0.40240452616690237,0.845600460389824
-12.0,136.25,0.3725601131541725,0.8537409648440649
-12.0,136.5,0.34186704384724187,0.8561026451199774
-12.0,141.75,0.23691654879773694,0.720909037230802
-12.0,142.0,0.263932107496464,0.7349055605509278
-12.0,142.25,0.2898161244695898,0.7363970470523209
-12.0,142.5,0.31442715700141444,0.7369420558021188
-12.0,142.75,0.33776520509193775,0.7444114597189265
-12.0,143.0,0.3596888260254597,0.7593683547059016
-12.0,143.25,0.37991513437058,0.7662821772689388
-12.25,130.5,0.968033946251768,0.8358538366265733
-12.25,130.75,0.9722772277227723,0.8191049107592959
-12.25,131.0,0.9768033946251768,0.8046080103491575
-12.25,131.25,0.947949080622348,0.785761264518877
-12.25,131.5,0.9346534653465346,0.7696928299163655
-12.25,131.75,0.9131541725601131,0.7621249526226928
-12.25,132.0,0.8903818953323904,0.7606597273727037
-12.25,132.25,0.8625176803394625,0.7584871903721919
-12.25,132.5,0.8328147100424328,0.7652535709157587
-12.25,132.75,0.8002828854314004,0.7667661236436981
-12.25,133.0,0.7656294200848657,0.7669877714105835
-12.25,133.25,0.7298444130127298,0.7907661999572234
-12.25,133.5,0.6932107496463932,0.8096526291746456
-12.25,133.75,0.6561527581329561,0.8232028633743371
-12.25,134.0,0.6185289957567186,0.831535462318026
-12.25,134.25,0.6025459688826025,0.8344551228677171
-12.25,134.5,0.5837340876944836,0.8312128501891973
-12.25,134.75,0.5623762376237624,0.8289569822336817
-12.25,135.0,0.5387553041018387,0.8275398355576277
-12.25,135.25,0.5131541725601132,0.8266278216369537
-12.25,135.5,0.4858557284299858,0.8274417142504472
-12.25,135.75,0.4571428571428571,0.8357359156298921
-12.25,136.0,0.4272984441301273,0.8528470157384037
-12.25,136.25,0.39632248939179626,0.8580898849265313
-12.25,136.5,0.36463932107496466,0.8585893349943504
-12.25,136.75,0.3321074964639321,0.8750626126953378
-12.25,141.5,0.2376237623762376,0.7353091965202576
-12.25,141.75,0.26435643564356437,0.7282785077980329
-12.25,142.0,0.2917963224893918,0.7347913184457197
-12.25,142.25,0.3186704384724187,0.7371291767695372
-12.25,142.5,0.34441301272984437,0.7394339915262536
-12.25,142.75,0.36888260254596894,0.7478828826759369
-12.25,143.0,0.3916548797736916,0.7574906836297588
-12.25,143.25,0.41301272984441306,0.7686085154354942
-12.5,130.25,0.9582743988684583,0.8441039152262739
-12.5,130.5,0.9760961810466761,0.8316550225543482
-12.5,130.75,0.9920792079207921,0.8312762478032221
-12.5,131.0,0.9971711456859972,0.838836199267777
-12.5,131.25,0.984016973125884,0.8282846849695983
-12.5,131.5,0.9667609618104668,0.81137142028604
-12.5,131.75,0.9448373408769448,0.8020146525855024
-12.5,132.0,0.9172560113154172,0.7975383197629883
-12.5,132.25,0.886987270155587,0.7936818194057162
-12.5,132.5,0.8528995756718529,0.7970854467238524
-12.5,132.75,0.8168316831683169,0.7905836517851839
-12.5,133.0,0.7796322489391796,0.8047306881433092
-12.5,133.25,0.7420084865629419,0.8227565609904085
-12.5,133.5,0.7039603960396039,0.8298222504497306
-12.5,133.75,0.6673267326732674,0.837698108176609
-12.5,134.0,0.6537482319660537,0.8453756648162568
-12.5,134.25,0.6366336633663366,0.8460321364567742
-12.5,134.5,0.6162659123055163,0.837803218705514
-12.5,134.75,0.5932107496463932,0.833838813492961
-12.5,135.0,0.5678925035360679,0.8316516726275361
-12.5,135.25,0.5407355021216407,0.8264443673581955
-12.5,135.5,0.512022630834512,0.83060635013649
-12.5,135.75,0.48189533239038185,0.8418317896373569
-12.5,136.0,0.45077793493635077,0.854217205051423
